id,name,neighbourhood,neighbourhood_cleansed,room_type,price,latitude,longitude
31998155,★ MODERN AND SPORTY ★,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$97.00,52.49612,13.36459
32004747,Cozy space with piano in Prenzlauerberg!,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$58.00,52.548280000000005,13.408120000000002
32006246,Renoviertes Apartment mit Sauna im Grünen,"Berlin, Germany",Zehlendorf  Südwest,Entire home/apt,$36.00,52.425540000000005,13.208420000000002
32006437,Bright and cozy apartment in Neukölln,"Berlin, Germany",Schillerpromenade,Entire home/apt,$84.00,52.47393,13.42548
32016500,Neukölln's finest,"Berlin, Germany",Rixdorf,Private room,$35.00,52.47467,13.4537
32021304,helles Wohlfühlzimmer nahe Friedrichshain,,Neu Lichtenberg,Private room,$17.00,52.50151999999999,13.49475
32027376,Cozy private room in Kreuzkölln,,Reuterstraße,Private room,$34.00,52.49256999999999,13.42725
32028576,Berlin Berlin Berlin,"Berlin, Germany",Tiergarten Süd,Private room,$94.00,52.50066999999999,13.36347
32028928,Zentrale Lage in Berlin Wedding,,Wedding Zentrum,Private room,$25.00,52.54863,13.36417
32032468,Wohnung im Zentrum Berlins,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$245.00,52.49452,13.351120000000002
32032686,Cozy room in the heart of Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Private room,$28.00,52.49751,13.44325
32033391,Beautiful Huge Artist/ Designer Apartment,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$140.00,52.5549,13.40727
32034613,Berlin awaits YOU,"Berlin, Germany",Pankow Zentrum,Entire home/apt,$160.00,52.57368,13.42034
32039128,Schöne Zimmer mit eigene Bad,,Tempelhofer Vorstadt,Private room,$32.00,52.49231,13.416429999999998
32053027,Mitte best location,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$45.00,52.52853,13.39084
32056972,Bright & spacious Altbau-room in Neukölln,"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$25.00,52.46909,13.43491
32058264,Bright room with balcony in Berlin Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Nordwest,Private room,$53.00,52.54881999999999,13.40716
32059510,Cool Berlin style room in the heart of Kreuzberg,,südliche Luisenstadt,Private room,$120.00,52.49665,13.43878
32061190,ruhiges Zimmer in heller gemütlicher Gartenwohnung,"Berlin, Germany",Pankow Zentrum,Private room,$43.00,52.56904,13.39986
32062587,DOUBLE ROOM near Zoologischer Garten/Savignyplatz,"Berlin, Germany",Kantstraße,Hotel room,$34.00,52.50825,13.32609
32062860,Spacious light filled room in Kreuzberg,,Tempelhofer Vorstadt,Private room,$27.00,52.49237,13.41893
32066095,Minimalist apartment in the heart of Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$49.00,52.49403,13.41851
32077043,lichtdurchflutetes Zimmer in der besten Lage!,,südliche Luisenstadt,Private room,$23.00,52.497530000000005,13.43897
32077420,Gemütliches Zimmer in Altbauwohnung,"Berlin, Germany",Mierendorffplatz,Private room,$40.00,52.52613,13.29864
32078547,Schönes Zimmer im Graefekiez,,Tempelhofer Vorstadt,Private room,$35.00,52.49356,13.41914
32078624,BeHome@364.Berlin Backyard of ViktoriaPark DormA,"Berlin, Germany",Tempelhofer Vorstadt,Shared room,$25.00,52.48985,13.37955
32080510,Central Cosy Room / Work from Home Space,"Berlin, Germany",Kurfürstendamm,Private room,$45.00,52.50142,13.33476
32081215,""" Mistic Louise """,,Moabit Ost,Entire home/apt,$125.00,52.51993,13.3604
32081455,Luxury Loft In The Heart Of Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$299.00,52.49211999999999,13.43535
32091008,On Top Of Berlin! Most central room and best view,,Alexanderplatz,Private room,$55.00,52.52044,13.40472
32095694,Berlin am Kanal,,Rixdorf,Private room,$50.00,52.48605,13.44659
32101757,Beautiful quiet urban style room in central Berlin,,Prenzlauer Berg Süd,Private room,$50.00,52.52958,13.42501
32102476,"Zentral, ruhig und am Wasser - für Familien",,Frankfurter Allee Süd FK,Entire home/apt,$50.00,52.49776,13.47322
32103206,Shared studio apartment in the heart of Berlin!,,Mierendorffplatz,Shared room,$35.00,52.52525,13.30739
32103680,Cosy apartment in lovely Prenzlauer Berg (60sqm),"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$85.00,52.53706,13.41256
32105164,Shared room,,südliche Luisenstadt,Shared room,$65.00,52.49952,13.444070000000002
32107517,Nice cozy cheap room next to the canal,"Berlin, Germany",Reuterstraße,Private room,$20.00,52.48537,13.44181
32116312,Misty Forest Hotel-Apartment in Friedrichshain,"Berlin, Germany",Frankfurter Allee Nord,Hotel room,$113.00,52.51756,13.469779999999998
32117232,Cosy Apartment in Berlin near Airport,"Berlin, Germany",West 4,Entire home/apt,$50.00,52.56921,13.31436
32120251,Ferienhaus für max. Personen,,Allende-Viertel,Entire home/apt,$326.00,52.44696999999999,13.598679999999998
32120354,Bright room with balcony in Neukölln!,"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$36.00,52.47374,13.439470000000002
32121714,Bright cozy studio located in Alt-Treptow,"Berlin, Germany",Alt  Treptow,Entire home/apt,$60.00,52.4911,13.44927
32121895,"Super schöne 2 Zimmerwohnung, zentral und ruhig","Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$99.00,52.49773,13.4693
32123802,charming & central in the heart of Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Süd,Private room,$50.00,52.537980000000005,13.4304
32125422,Gemütliches ruhiges Gästezimmer bei Kirsch,,Kantstraße,Private room,$32.00,52.50688,13.30891
32127803,Neubau Wohnung in Berlin Mitte,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$95.00,52.52996,13.40695
32141059,cozy and nice apartment,"Berlin, Germany",Neu Lichtenberg,Private room,$21.00,52.50867,13.49739
32148421,"Light, modern and specious apartment","Berlin, Germany",Weißensee,Private room,$60.00,52.54654,13.45066
32148495,"Company-/Family-friendly, Central Berlin,legal,new","Berlin, Germany",südliche Luisenstadt,Entire home/apt,$586.00,52.495740000000005,13.42698
32149692,Modern Studio in Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Hotel room,$59.00,52.50925,13.466820000000002
32152932,Dachterrassen-Wohnung im Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$186.00,52.55576,13.4108
32154020,Super charmevoll und gemütlich,"Berlin, Germany",Neu Lichtenberg,Entire home/apt,$100.00,52.5021,13.49019
32156244,"Großes, helles Zimmer in ruhiger Lage","Berlin, Germany",Tempelhof,Private room,$35.00,52.45548,13.38066
32158100,Boutique Apartment in Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Hotel room,$69.00,52.50925,13.466820000000002
32158275,BeHome@364.Berlin Backyard of ViktoriaPark DormA,"Berlin, Germany",Tempelhofer Vorstadt,Shared room,$18.00,52.48882,13.38023
32159793,Nice and calm room next to the park,"Berlin, Germany",Plänterwald,Private room,$25.00,52.48283000000001,13.46846
32160462,★ IN THE MIDDLE OF BERLIN KREUZBERG ★,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$91.00,52.49612,13.42764
32162684,"1,5-Zimmer-Wohnung in Altbau im Prenzlauer Berg","Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$40.00,52.53576999999999,13.42899
32165060,3 BR 6stations to Alex+Self CheckIn+Street Parking,"Berlin, Germany",Pankow Zentrum,Entire home/apt,$117.00,52.57158,13.41735
32172823,Cosy & Calm 2 room apartment in lively Neukölln,,Rixdorf,Entire home/apt,$40.00,52.48285,13.44845
32174025,Kreuzberg-Loft with roof-top-terrace (& 2 balcon),"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$180.00,52.49057,13.40356
32176768,Longer stays in Neukölln,"Berlin, Germany",Schillerpromenade,Entire home/apt,$35.00,52.4668,13.42619
32177276,Sun-drenched elegant room in heart of Neukölln.,"Berlin, Germany",Reuterstraße,Private room,$35.00,52.4844,13.430079999999998
32177702,Tolle Altbauwohnung in Traumlage,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$50.00,52.5423,13.41473
32177973,Stylisches Loft-Apartment mitten in Berlin,"Berlin, Germany",Moabit West,Entire home/apt,$69.00,52.52486,13.31786
32178777,"Ruhiges Zimmer ""Waldfee""  mit eigenem Eingang","Berlin, Germany",Hakenfelde,Private room,$39.00,52.56384,13.18263
32180194,Cozy Penthouse Room in the Heart of Berlin,,Brunnenstr. Süd,Private room,$70.00,52.533280000000005,13.40209
32180427,Luxus über den Dächern / Luxury on top of Berlin,"Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$250.00,52.53726,13.425720000000002
32185331,Calm and light-filled in Prenzlauer Berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$70.00,52.545480000000005,13.41969
32207401,Private room almost in Berlin center,"Berlin, Germany",Osloer Straße,Private room,$17.00,52.55951999999999,13.37067
32208295,quiet and comfortable between Xberg-Neukölln,"Berlin, Germany",Alt  Treptow,Private room,$30.00,52.49248000000001,13.44651
32210623,Cosy 2BR +A/C +Self Check-in +Street Parking,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$138.00,52.53556,13.40727
32214669,Seven Olives Apartment with Patio,,Moabit Ost,Entire home/apt,$72.00,52.5347,13.35246
32215026,Big bright room in famous Wesestrasse,"Berlin, Germany",Reuterstraße,Private room,$45.00,52.486230000000006,13.43844
32227865,"Bright and spacious ""altbau"" apartment in P'Berg","Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$95.00,52.53231,13.424029999999998
32229760,Luxury penthouse in Mitte next to Gendarmenmarkt,"Berlin, Germany",Regierungsviertel,Entire home/apt,$103.00,52.51176,13.39061
32231222,Klein aber fein,,Frankfurter Allee Süd FK,Private room,$34.00,52.51375,13.45326
32231644,Trendy Neukölln: Bright flat near park & transport,"Berlin, Germany",Schillerpromenade,Entire home/apt,$45.00,52.48052,13.42139
32232004,20 m2 room in Berlin (Moabit),"Berlin, Germany",Moabit West,Private room,$50.00,52.53225,13.32975
32232035,Great typical Berlin style flat,"Berlin, Germany",Otto-Suhr-Allee,Private room,$55.00,52.51559,13.30341
32235765,"Beautiful room with own balcony, central location","Berlin, Germany",Prenzlauer Berg Südwest,Private room,$70.00,52.53968,13.41173
32236069,The One (in Friedrichshain),"Berlin, Germany",Frankfurter Allee Süd FK,Private room,$51.00,52.50909,13.45286
32241292,Beautiful Apartment in city center & quiet area,"Berlin, Germany",Regierungsviertel,Entire home/apt,$60.00,52.51509,13.40429
32250961,Cosy double bed in the trendy heart of Neukoelln,"Berlin, Germany",Reuterstraße,Private room,$23.00,52.48676,13.43293
32251788,STYLISH STUDIO AT THE  MAUERPARK / PRENZLAUER BERG,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$65.00,52.54727,13.40088
32251901,Großzügiges Kreuzberger Zimmer,,Tempelhofer Vorstadt,Private room,$40.00,52.492090000000005,13.38255
32253097,EXKLUSIVE DESIGNER LOFT WITH VIEW OVER NEUKÖLLN,"Berlin, Germany",Neuköllner Mitte/Zentrum,Entire home/apt,$157.00,52.47782,13.43784
32253818,Bright&Cozy room in Berlin Kreuzberg-Neukölln,,Tempelhofer Vorstadt,Private room,$30.00,52.48948000000001,13.41646
32267555,Berlin home on the river,"Berlin, Germany",Moabit Ost,Entire home/apt,$100.00,52.52121999999999,13.34559
32276939,Schöne 2-Zimmer-Wohnung mit Balkon,"Berlin, Germany",Ost 1,Entire home/apt,$49.00,52.56484,13.36759
32281567,Berliner City-Wohnung (3-Wochen-Vermietung),,Neu Lichtenberg,Entire home/apt,$95.00,52.50231,13.49998
32282530,Cosy & Calm design Appartment in Berlin Neukölln,,Rixdorf,Entire home/apt,$53.00,52.482580000000006,13.44945
32287732,20sqm room in Mitte close to Rosenthaler Platz,,Alexanderplatz,Private room,$38.00,52.52938,13.39807
32289014,"Helles, gemütliches Microapartment in Spandau","Berlin, Germany",Brunsbütteler Damm,Entire home/apt,$59.00,52.5336,13.1563
32296033,Zimmervermietung in Berlin-Wittenau im Privathaus,"Berlin, Germany",MV 2,Private room,$45.00,52.6015,13.34019
32297396,Private room,"Berlin, Germany",Otto-Suhr-Allee,Entire home/apt,$85.00,52.52045,13.30332
32301457,Room for short term visitors,,Karl-Marx-Allee-Süd,Private room,$14.00,52.50751,13.44761
32301711,"Charming flat / 1,5 rooms / in the heart of Berlin",,Prenzlauer Berg Südwest,Entire home/apt,$72.00,52.53083,13.41319
32302036,Ein Doppelzimmer mit Garten am Tegeler Forst.,"Berlin, Germany",Nord 1,Private room,$30.00,52.61926999999999,13.29665
32304010,Bed in 8 Bed Dorm,,Alexanderplatz,Shared room,$29.00,52.52689,13.41065
32305211,Vollmöbliertes Apartment mit vielen Extras,,Friedrichsfelde Süd,Entire home/apt,$45.00,52.49815,13.5096
32305642,Helles Zimmer mit Balkon in Prenzlberger Altbau,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$50.00,52.53345,13.41896
32321875,Ruhiges Zimmer im Herzen P'Bergs- Eberswalderstr,"Berlin, Germany",Prenzlauer Berg Südwest,Private room,$56.00,52.54073,13.4126
32324771,Spacious Premium Condo at Potsdamer Platz  !,,Regierungsviertel,Entire home/apt,$150.00,52.5098,13.37662
32324806,Altbau im Simon-Dach-Kiez,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$104.00,52.51051,13.45636
32333297,"Cozy room for 2, 10 mnts Bus200 to Alexanderplatz","Berlin, TH, Germany",Prenzlauer Berg Ost,Private room,$100.00,52.53553,13.44389
32333841,Apartment Berlin Mitte mit Arbeitsplatz & Hygiene,,Brunnenstr. Süd,Entire home/apt,$70.00,52.53706999999999,13.39575
32335706,Wunderschöne Altbauwohnung 65m2,,Düsseldorfer Straße,Entire home/apt,$80.00,52.49951,13.31272
32337182,Zimmer in Berlin Schöneberg,,Schöneberg-Süd,Private room,$35.00,52.481840000000005,13.34549
32351480,"Boho Room Berlin, Friedrichshain","Berlin, Germany",Frankfurter Allee Nord,Private room,$35.00,52.51991,13.45452
32354735,Befristetes Wohnen für Externe und Praktikanten,"Berlin, Germany",Lankwitz,Entire home/apt,$40.00,52.441390000000006,13.3321
32355466,Tiergarten Berlin - most central and beautiful,,Tiergarten Süd,Entire home/apt,$69.00,52.51435,13.33865
32357598,Bauhaus Apartment,,Moabit Ost,Entire home/apt,$85.00,52.51662,13.33835
32357797,Charmante Altbau Wohnung in zentraler/ruhiger Lage,,Parkviertel,Entire home/apt,$80.00,52.55089,13.34219
32360122,comfy & sunny place at the ❤ of Kreuzberg - Berlin,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$49.00,52.49522,13.39712
32376389,Spacious & Beautiful Condo in Berlin Mitte,"Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$95.00,52.509130000000006,13.40092
32377441,Modern 1 Bedroom Apartment in Neukölln,"Berlin, Germany",Alt  Treptow,Entire home/apt,$69.00,52.48629,13.45306
32379493,1 room flat Neukölln,,Köllnische Heide,Entire home/apt,$38.00,52.4635,13.47734
32386594,DESIGNER & SKATER ROOM NEXT TO GLEISDREIECK PARK,"Berlin, Germany",Schöneberg-Nord,Private room,$38.00,52.50014,13.35896
32390563,"Colourful, sunny flat at Ostkreuz-Station","Berlin, Germany",Rummelsburger Bucht,Private room,$47.00,52.5009,13.47173
32390870,Rooftop apartment in amazing location,,Prenzlauer Berg Südwest,Entire home/apt,$85.00,52.53586,13.42126
32394837,Schönholzer Heide - 4 Bedrooms +2 Bath Private,"Berlin, Germany",Schönholz/Wilhelmsruh/Rosenthal,Entire home/apt,$149.00,52.57992,13.37698
32397768,"Big, sunny room in quiet street","Berlin, Germany",Fennpfuhl,Private room,$30.00,52.52924,13.46273
32398275,Cosy room in hip apartment in  Rixdorf Neukölln,"Berlin, Germany",Rixdorf,Private room,$29.00,52.47335,13.45283
32400360,Schöne helle Wohnung in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$60.00,52.4901,13.41158
32400822,BIG 4ROOMS CENTRAL CITY APARTMENT KURFÜRSTENDAMM,"Berlin, Germany",Neue Kantstraße,Entire home/apt,$241.00,52.499390000000005,13.30316
32403757,"Dachgeschoss-Wohnung am Mauerpark, Prenzlauer Berg","Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$80.00,52.54847,13.40925
32411473,*LIGHT-FLOODED LOFT IN THE MIDDLE OF BERLIN MITTE*,"Berlin, Germany",Alexanderplatz,Entire home/apt,$145.00,52.52545,13.40161
32412697,Boom Boom Boom! I want u in my room !,,Wedding Zentrum,Private room,$30.00,52.55201,13.3774
32413568,DEIN KUNSTVOLLES ZUHAUSE IN DER FREMDE,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$167.00,52.49785,13.38883
32414349,Caroline-Michaelis-Straße,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$74.00,52.53571,13.38284
32416150,"Große, schöne Berliner Altbauwohnung",,Moabit West,Entire home/apt,$100.00,52.52959,13.32572
32417594,Lightly Flat in Stalin Building @ Frankfurter Tor,,Karl-Marx-Allee-Nord,Entire home/apt,$85.00,52.51631999999999,13.45324
32420370,central  modern Cozy Berlin Apartment parking spot,"Berlin, Germany",Moabit Ost,Entire home/apt,$126.00,52.53267,13.34845
32426585,Powerful Apartment in Berlin Alexanderplatz,"Berlin, Germany",Karl-Marx-Allee-Nord,Entire home/apt,$67.00,52.521980000000006,13.43724
32430839,Cosy Apartment in Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$54.00,52.51017,13.4667
32435650,Artistic apartment in the heart of Berlin,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$60.00,52.54214,13.41559
32437591,Private Room Neukölln,,Rixdorf,Private room,$30.00,52.47469,13.45261
32438051,Beautiful City Apartment in Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Ost,Entire home/apt,$130.00,52.53586,13.43529
32443789,Bed in 6 bed female dorm Nr. 9A,,Osloer Straße,Shared room,$18.00,52.55988000000001,13.38696
32444208,Spacious Rooftop Apartment in Heart of Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$170.00,52.493730000000006,13.41952
32444280,Bed in 9 bed mixed dorm with private bathroom 7A,,Osloer Straße,Shared room,$18.00,52.5589,13.38581
32444783,Bed in 5 bed mixed dorm with private bathroom 10A,,Osloer Straße,Shared room,$22.00,52.55882,13.38557
32444799,Beautiful room Central Berlin,,Parkviertel,Private room,$60.00,52.54751,13.3563
32445496,Zimmer mit Ausblick auf Berlin-Skyline,"Berlin, Germany",Wedding Zentrum,Private room,$24.00,52.5561,13.378329999999998
32453154,"Appartement ""Ochidee""",,Mariendorf,Entire home/apt,$105.00,52.44893,13.38444
32453158,"Appartement ""Calla""",,Mariendorf,Entire home/apt,$77.00,52.44783,13.38427
32453210,"Appartement ""Freesie""",,Mariendorf,Entire home/apt,$123.00,52.4482,13.38665
32459839,Central*** Bright*** Light***Relaxed***Apartment,"Berlin, Germany",Alexanderplatz,Entire home/apt,$190.00,52.52291,13.391329999999998
32462811,Large duplex apartment in Berlin City center West,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$130.00,52.49292,13.3392
32482652,Traumhafte ruhige Altbauwohnung Schönhauser Allee,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$72.00,52.55048000000001,13.41306
32483112,"Sunny, warm, cosy and close to party districts !",,Oberschöneweide,Private room,$24.00,52.46297,13.5204
32483500,"Close to Party Districts, Large, Comfy, Cheap",,Oberschöneweide,Private room,$27.00,52.4612,13.52001
32483700,"MODERN, QUIET APARTMENT WITH A TERRACE!","Berlin, Germany",Barstraße,Entire home/apt,$53.00,52.48968000000001,13.31919
32487933,"Big, sunny room in shared flat in the <3 of Berlin",,nördliche Luisenstadt,Private room,$23.00,52.49916,13.42476
32490047,Homestay Berlin,"Berlin, Germany",Johannisthal,Private room,$40.00,52.44098,13.5001
32493376,Bright and friendly room in a beautiful area:),"Berlin, Germany",Schöneberg-Süd,Private room,$60.00,52.48356999999999,13.36133
32493865,Frauen-WG in Tempelhof,,Tempelhof,Private room,$24.00,52.471790000000006,13.37425
32495344,Big comfy room - Warschauer Str: 2 stops by train,"Berlin, Germany",Neu Lichtenberg,Private room,$26.00,52.50281999999999,13.49894
32507831,"Apartment ""Dahlie""",,Drakestr.,Entire home/apt,$73.00,52.44724,13.3154
32508600,"Apartment ""Nelke""",,Drakestr.,Entire home/apt,$64.00,52.44593,13.31544
32510629,"Family Apartment for 6 guests, Mitte Moabit","Berlin, Germany",Moabit Ost,Entire home/apt,$84.00,52.53048,13.35041
32514861,"Cozy central ""Altbau"" room",,Otto-Suhr-Allee,Private room,$15.00,52.51216,13.31524
32520070,Big room in Berlin-Neukölln,"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$30.00,52.4709,13.43285
32522177,Large double room in a sunny central apartment,"Berlin, Germany",Südliche Friedrichstadt,Private room,$69.00,52.50297,13.413520000000002
32522190,TOP LOCATION KREUZBERG STUDIO! ☺ ★★★★★ FULLY LEGAL,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$82.00,52.49511,13.41071
32525333,"Apartment ""Magnolie""",,Tempelhof,Entire home/apt,$76.00,52.46767,13.38765
32534334,Beautiful family apartment with a sunny terrace,"Berlin, Germany",Alt-Lichtenberg,Entire home/apt,$52.00,52.51641,13.48129
32534469,Boutique Apartment Room ♥ Close to center,"Berlin, Germany",Marienfelde,Private room,$35.00,52.42327,13.37108
32535163,Künstlerische Ambiente in zentraler Lage,"Berlin, Germany",Schloß Charlottenburg,Private room,$31.00,52.51246999999999,13.30149
32536110,"Apartment ""Tulpe""",,Tempelhof,Entire home/apt,$71.00,52.46831,13.387529999999998
32536640,"Apartment ""Lilie""",,Tempelhof,Entire home/apt,$164.00,52.46955,13.386
32536758,beautiful apartment surrounded by water,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$60.00,52.49444,13.47226
32537101,"Apartment ""Jasmin""",,Tempelhof,Entire home/apt,$164.00,52.46949,13.38551
32539021,Quarduple Room POTSDAMER PLATZ-MITTE/KREUZBERG,,Tempelhofer Vorstadt,Hotel room,$78.00,52.49781,13.37914
32539254,Boutique Apartment Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Hotel room,$89.00,52.50925,13.466820000000002
32539441,Modern Studio Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Hotel room,$69.00,52.50925,13.466820000000002
32543697,Schöner Altbau am Ku'damm in bester Lage,"Berlin, Germany",Kurfürstendamm,Entire home/apt,$89.00,52.50016,13.30955
32543811,Charming room,"Berlin, Germany",Wiesbadener Straße,Private room,$149.00,52.47456,13.3157
32544078,Wohnen am Rüdesheimer Platz,"Berlin, Germany",Wiesbadener Straße,Private room,$99.00,52.47363000000001,13.31407
32544788,Schöne ruhige Wohnung im hippen Friedrichshain,,Frankfurter Allee Süd FK,Entire home/apt,$79.00,52.51086,13.46606
32549080,Beautiful apartment in Prenzlauerberg,"Berlin, Germany",Prenzlauer Berg Ost,Entire home/apt,$150.00,52.53709,13.436979999999998
32549794,"Swanky & arty area, rooftop views, & prime shops.","Berlin, Germany",Kantstraße,Entire home/apt,$40.00,52.50981,13.32414
32559224,Heval's Schloss Appartment,"Berlin, Germany",Schloßstr.,Entire home/apt,$171.00,52.45843000000001,13.32087
32561020,Berlin,,Brunnenstr. Nord,Entire home/apt,$999.00,52.54532,13.37291
32561280,Most central cosy 2room-place,"Berlin, Germany",Alexanderplatz,Entire home/apt,$80.00,52.509730000000005,13.40918
32570346,cosy room in Neukölln,"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$19.00,52.46816,13.43305
32573220,Cozy Winter Wonderland in Alt-Moabit!,,Moabit West,Entire home/apt,$63.00,52.52397,13.3366
32579768,Lilienthal-Villa zwischen Berlin-Mitte und Potsdam,"Berlin, Germany",Drakestr.,Entire home/apt,$40.00,52.44167,13.30489
32581053,Schöne Erdgeschosswohnung mit Garten für Familien,,Wiesbadener Straße,Entire home/apt,$95.00,52.47473000000001,13.31408
32582547,central studio-apartment with a sunny terrace,"Berlin, Germany",Brunnenstr. Nord,Entire home/apt,$43.00,52.540890000000005,13.39109
32582612,"Apartment ""Iris5""",,Tempelhof,Entire home/apt,$153.00,52.46849,13.38699
32583218,"Apartment ""Iris3""",,Tempelhof,Entire home/apt,$80.00,52.46831,13.386920000000002
32583535,"Apartment ""Iris8""",,Tempelhof,Entire home/apt,$239.00,52.46988,13.387429999999998
32584971,schönes Erkerzimmer,"Berlin, Germany",Zehlendorf  Nord,Private room,$20.00,52.46095,13.28447
32585226,Zimmer im Herzens Berlin,,Moabit Ost,Private room,$22.00,52.52228,13.35336
32587278,Modern Berlin apartment in Neukölln with a balcony,,Rixdorf,Entire home/apt,$50.00,52.47472,13.451670000000002
32589010,Cozy and charming room in the heart of Berlin,"Berlin, Germany",Tiergarten Süd,Private room,$25.00,52.50031,13.36443
32590772,near_KaDeWe & K’UDAMM_business Apartment,"Berlin, Germany",Tiergarten Süd,Entire home/apt,$50.00,52.50621999999999,13.34588
32599870,Kreuzberg | In the heart of Berlin,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$35.00,52.490590000000005,13.37959
32600911,Cosy and Minimal Studio Flat,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$65.00,52.49865,13.46225
32601729,Minimal Monochrome and Quirky Photography in Hip Kreuzberg,"Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$89.00,52.4963,13.41629
32601803,Charmantes Einzelzimmer mit Frühstück,"Berlin, Germany",Düsseldorfer Straße,Hotel room,$70.00,52.49893,13.32697
32602126,Modern Bright Loft in the centre,"Berlin, Germany",Brunnenstr. Nord,Entire home/apt,$90.00,52.54922,13.384
32603058,Urbane Hygge Wohnung in Zentral Berlin,,Parkviertel,Entire home/apt,$80.00,52.55763,13.33786
32606442,Penthouse Prenzlauer ❤️,"Berlin, Netherlands",Prenzlauer Berg Ost,Entire home/apt,$50.00,52.53565,13.43725
32608585,Centrally located modern apartment in Stadmitte,"Berlin, Germany",Regierungsviertel,Entire home/apt,$55.00,52.508790000000005,13.39201
32609957,Helle und Ruhige 2 Zimmerwohnung,"Berlin, Germany",Frankfurter Allee Nord,Entire home/apt,$35.00,52.5249,13.452520000000002
32610912,Paul Lincke Ufer - Berlin's Finest!,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$200.00,52.49284,13.4351
32621456,Limehome Berlin,"Berlin, Germany",Kurfürstendamm,Entire home/apt,$42.00,52.50167,13.3166
32621786,Charming apartment in an old building from 1900,"Berlin, Germany",Friedenau,Entire home/apt,$98.00,52.4673,13.33918
32622339,"1 Bedroom, heated pool, sunny garden terrace !!!","Berlin, Germany",Blankenfelde/Niederschönhausen,Entire home/apt,$50.00,52.58416999999999,13.39193
32623956,Prenzlauer Berg WG Zimmer,"Berlin, Germany",Prenzlauer Berg Nord,Private room,$15.00,52.55084,13.419720000000002
32627952,Charming & Spacious Neukölln Home,"Berlin, Germany",Rixdorf,Entire home/apt,$20.00,52.481,13.44617
32630623,Cozy Studio-Apartment Nähe Prenzlauer Berg,"Berlin, Germany",Weißensee,Entire home/apt,$54.00,52.55351999999999,13.46732
32636466,tiny room with sleeping couch - single night stay,"Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$11.00,52.50863,13.44798
32638379,Gorgeous 3Room Apt in the heart of Prenzlauer Berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$85.00,52.53977,13.41936
